Battery power,Bluetooth,Microprocessor Speed,Double line,MegaPixels,4G,Internal Memory,Thickness,Weight,core number,Rear Camera MP,Resolution Height,Resolution Width,RAM,Battery Shoulder,3G,Touch,WiFi,Price range,color
752,0,0.5,0,0,0,48,0.7,87,7,3,64,728,3860,6,0,0,0,2,Mavi
700,0,0.7,0,7,0,5,0.5,60,3,0,2,256,756,7,0,0,0,3,Turkuaz
8,0,2.9,0,0,0,52,0,83,2,2,30,706,3264,3,0,0,0,2,Siyah
63,0,0.9,0,6,0,2,0.9,33,5,20,909,76,568,9,0,0,0,3,Beyaz
986,0,2.7,0,3,0,64,0.2,62,4,20,236,520,377,5,0,0,0,3,Mor
776,0,0.7,0,0,0,20,0,46,4,9,990,803,685,7,0,0,0,4,Turuncu
730,0,0.5,0,3,0,27,0,2,5,0,62,846,3623,5,0,0,0,0,Pembe
595,0,0.8,0,0,0,44,0.7,85,4,20,24,838,3880,9,0,0,0,2,Mor
986,0,0.5,0,0,0,23,0.8,83,8,3,470,800,2385,9,0,0,0,3,Beyaz
683,0,0.7,0,5,0,9,0.9,73,4,7,954,985,2622,5,0,0,0,0,Kırmızı
696,0,2.4,0,0,0,35,0.2,3,3,3,533,797,2022,4,0,0,0,3,Pembe
445,0,2.2,0,2,0,37,0.4,82,2,6,527,393,3480,7,0,0,0,2,Kırmızı
508,0,2.4,0,0,0,62,0.6,28,6,0,489,700,2504,7,0,0,0,3,Pembe
283,0,2.4,0,8,0,33,0,93,3,5,500,980,773,2,0,0,0,4,Beyaz
800,0,2,0,3,0,22,0.2,82,2,8,358,604,2847,4,0,0,0,0,Kırmızı
277,0,3,0,0,0,40,0.3,200,4,3,902,90,429,4,0,0,0,4,Mavi
697,0,2.7,0,5,0,20,0.4,73,2,6,478,477,259,4,0,0,0,4,Gri
798,0,2.4,0,5,0,4,0.2,96,3,9,526,643,2965,4,0,0,0,0,Kırmızı
480,0,2,0,0,0,35,0.5,5,3,0,249,522,2635,4,0,0,0,0,Turuncu
504,0,0.5,0,5,0,6,0,66,0,9,767,665,700,5,0,0,0,4,Turkuaz
448,0,0.5,0,8,0,2,0.2,0,5,9,846,44,593,8,0,0,0,4,Turkuaz
254,0,2.3,0,0,0,44,0.2,49,0,0,204,20,3000,2,0,0,0,0,Kırmızı
583,0,2,0,0,0,4,0.7,48,7,6,942,650,704,2,0,0,0,0,Yeşil
52,0,2,0,0,0,26,0.3,82,2,0,304,673,3284,8,0,0,0,2,Beyaz
864,0,3,0,0,0,54,0.7,87,2,0,27,670,3020,6,0,0,0,0,Yeşil
87,0,2.3,0,0,0,20,0.2,22,6,6,205,25,2547,5,0,0,0,0,Gri
843,0,0.8,0,0,0,6,0,66,5,6,980,96,3673,20,0,0,0,2,Pembe
998,0,0.2,0,8,0,30,0.6,96,8,9,50,356,2300,8,0,0,0,0,Turuncu
283,0,0.7,0,0,0,27,0.2,80,4,6,35,923,3957,6,0,0,0,2,Beyaz
972,0,0.5,0,5,0,3,0.4,93,5,8,392,795,605,3,0,0,0,3,Turkuaz
373,0,0.9,0,0,0,29,0.9,40,6,2,220,348,2752,7,0,0,0,2,Beyaz
829,0,0.5,0,0,0,5,0.4,60,5,7,729,267,2080,2,0,0,0,0,Yeşil
48,0,0.5,0,2,0,29,0,82,0,4,29,670,2046,2,0,0,0,3,Kahverengi
807,0,2,0,0,0,3,0.5,55,8,0,970,974,323,3,0,0,0,4,Sarı
955,0,0.5,0,2,0,2,0.6,55,4,0,428,254,974,8,0,0,0,3,Kırmızı
46,0,3,0,5,0,57,0.4,0,5,0,73,583,290,0,0,0,0,4,Kırmızı
534,0,0.5,0,0,0,6,0,89,5,0,393,99,3926,20,0,0,0,2,Mor
522,0,0.7,0,4,0,28,0.2,24,0,5,952,90,368,7,0,0,0,3,Mavi
907,0,0.4,0,3,0,42,0.2,50,0,6,70,507,584,6,0,0,0,4,Siyah
965,0,0.5,0,6,0,4,0,84,7,9,977,660,3535,6,0,0,0,2,Turuncu
278,0,0.5,0,0,0,54,0,4,8,6,580,750,55,20,0,0,0,4,Kırmızı
989,0,0.7,0,3,0,50,0.4,32,3,5,670,804,2349,20,0,0,0,3,Kahverengi
395,0,2.8,0,0,0,55,0.6,8,3,0,782,787,3373,6,0,0,0,2,Kahverengi
742,0,2.3,0,9,0,43,0.4,70,7,2,453,680,2600,0,0,0,0,0,Kahverengi
348,0,2,0,8,0,52,0.3,98,3,20,869,942,955,7,0,0,0,3,Mavi
500,0,0.6,0,2,0,50,0,75,3,6,40,622,484,8,0,0,0,4,Turkuaz
936,0,0.5,0,4,0,4,0,64,3,7,50,677,3760,2,0,0,0,2,Yeşil
543,0,0.5,0,4,0,60,0.7,32,5,7,693,30,933,5,0,0,0,4,Mor
788,0,0.5,0,0,0,6,0.2,40,6,6,49,22,2320,20,0,0,0,0,Beyaz
704,0,2.7,0,8,0,29,0.2,80,0,0,8,509,22,0,0,0,0,4,Turuncu
348,0,2,0,5,0,36,0.3,45,6,6,468,740,2554,2,0,0,0,0,Sarı
934,0,0,0,7,0,24,0.8,2,5,2,0,463,7,9,0,0,0,4,Turkuaz
820,0,0.4,0,5,0,50,0.9,63,7,0,202,884,2480,0,0,0,0,0,Mor
570,0,2.9,0,0,0,30,0.9,50,7,3,805,956,586,4,0,0,0,4,Kahverengi
673,0,2.8,0,7,0,9,0,87,3,0,65,734,3669,0,0,0,0,2,Kırmızı
807,0,2,0,2,0,49,0.8,25,0,0,337,384,906,3,0,0,0,0,Beyaz
576,0,0.9,0,0,0,4,0.4,73,2,4,203,386,3220,6,0,0,0,2,Mavi
403,0,0.6,0,0,0,3,0,28,0,0,323,480,505,8,0,0,0,4,Beyaz
890,0,0.9,0,0,0,8,0,53,6,3,40,435,303,4,0,0,0,4,Kahverengi
970,0,0.5,0,0,0,5,0,32,2,0,399,684,658,20,0,0,0,0,Beyaz
683,0,2,0,7,0,30,0,97,7,8,927,35,2066,5,0,0,0,3,Siyah
959,0,0.5,0,5,0,8,0.7,90,6,20,65,55,609,8,0,0,0,4,Sarı
634,0,0.8,0,5,0,40,0.2,92,0,2,362,853,3242,4,0,0,0,2,Yeşil
553,0,0.5,0,2,0,23,0.5,9,3,3,993,507,2980,4,0,0,0,0,Turuncu
59,0,2.4,0,8,0,60,0,34,3,8,603,906,3706,0,0,0,0,2,Siyah
333,0,0.4,0,3,0,59,0.7,83,7,5,394,300,3442,5,0,0,0,2,Mavi
788,0,2.5,0,4,0,57,0.9,90,8,2,42,60,3969,6,0,0,0,2,Beyaz
852,0,0.6,0,6,0,54,0.4,47,5,7,538,730,275,2,0,0,0,4,Turkuaz
783,0,0.7,0,9,0,27,0.3,50,6,0,458,263,85,6,0,0,0,4,Sarı
225,0,0.7,0,6,0,60,0,7,2,5,0,567,2423,6,0,0,0,0,Turuncu
685,0,0.5,0,2,0,29,0.8,93,7,0,433,648,728,4,0,0,0,4,Turuncu
983,0,0.8,0,0,0,53,0.9,87,0,4,0,76,389,8,0,0,0,3,Siyah
330,0,0.8,0,0,0,40,0.5,77,0,5,94,892,2678,4,0,0,0,0,Yeşil
0,0,0.6,0,0,0,42,0.9,92,5,2,79,262,456,8,0,0,0,4,Kırmızı
842,0,2.2,0,7,0,56,0.4,79,4,0,783,227,3720,4,0,0,0,2,Mor
799,0,2.3,0,0,0,63,0.8,44,8,6,360,975,430,6,0,0,0,4,Beyaz
283,0,0.6,0,4,0,47,0.9,93,5,5,372,692,2698,7,0,0,0,0,Yeşil
402,0,2.4,0,5,0,25,0.8,96,8,7,506,894,837,4,0,0,0,3,Pembe
827,0,0.7,0,4,0,39,0.5,28,5,6,55,20,2844,0,0,0,0,0,Yeşil
934,0,2,0,2,0,30,0.7,82,8,5,520,90,703,7,0,0,0,4,Mor
507,0,0.9,0,0,0,42,0.4,23,5,0,682,888,486,9,0,0,0,3,Mor
589,0,2.6,0,9,0,46,0.4,84,3,6,608,940,2373,20,0,0,0,0,Beyaz
78,0,0.3,0,0,0,49,0.6,0,5,0,579,596,2500,7,0,0,0,0,Turkuaz
664,0,0,0,0,0,50,0,0,7,4,700,478,3629,6,0,0,0,2,Yeşil
954,0,0.6,0,8,0,7,0.9,26,3,9,673,690,3438,3,0,0,0,2,Beyaz
949,0,0.3,0,0,0,23,0,0,5,0,839,36,,20,0,0,0,2,Sarı
97,0,0.8,0,0,0,20,0,60,7,5,277,352,2209,2,0,0,0,0,Sarı
895,0,0.5,0,6,0,6,0.3,64,8,4,26,575,3022,4,0,0,0,0,Mavi
636,0,0.5,0,8,0,28,0.9,52,2,5,48,742,2927,3,0,0,0,0,Beyaz
786,0,0.2,0,0,0,60,0,23,3,4,74,865,,7,0,0,0,2,Kahverengi
747,0,0.5,0,4,0,3,0.7,85,6,2,800,873,3005,0,0,0,0,2,Turkuaz
822,0,0.5,0,0,0,50,0.3,57,6,20,667,860,3846,3,0,0,0,2,Turkuaz
882,0,0.7,0,9,0,28,0.2,50,6,6,248,884,750,8,0,0,0,4,Beyaz
90,0,2.3,0,0,0,8,0.6,28,8,8,207,670,3839,0,0,0,0,2,Kırmızı
579,0,0.5,0,0,0,27,0.2,42,6,8,830,484,703,0,0,0,0,3,Pembe
899,0,2.7,0,3,0,53,0.3,92,4,0,640,638,2870,0,0,0,0,0,Yeşil
368,0,0.5,0,0,0,42,0.2,90,0,20,907,925,590,4,0,0,0,3,Mor
854,0,0.5,0,2,0,30,0.5,25,8,5,508,52,2889,0,0,0,0,0,Siyah
905,0,0.6,0,9,0,36,0.4,9,3,20,825,542,287,6,0,0,0,3,Siyah
937,0,0.7,0,7,0,58,0.6,89,0,9,728,767,3320,4,0,0,0,2,Kahverengi
586,0,0.4,0,0,0,8,0.5,42,8,4,6,598,3078,0,0,0,0,0,Kahverengi
580,0,2.2,0,0,0,59,0.7,85,5,6,803,603,2809,9,0,0,0,0,Sarı
429,0,0.6,0,8,0,42,0.9,50,5,9,670,552,807,6,0,0,0,3,Pembe
659,0,2.7,0,6,0,6,0.5,0,3,7,54,929,2044,2,0,0,0,3,Beyaz
640,0,0.7,0,0,0,20,0.8,69,7,4,589,300,337,5,0,0,0,4,Gri
266,0,2.6,0,0,0,8,0.4,86,7,2,87,595,398,3,0,0,0,4,Turkuaz
588,0,2.5,0,2,0,4,0.3,48,5,20,46,822,2506,0,0,0,0,0,Mor
674,0,2.9,0,0,0,20,0.2,98,3,4,576,809,80,4,0,0,0,4,Pembe
875,0,0.5,0,0,0,55,0.7,90,0,7,802,942,2702,6,0,0,0,2,Pembe
308,0,0.9,0,0,0,0,0.8,88,2,5,688,590,780,2,0,0,0,3,Kırmızı
347,0,2.9,0,5,0,44,0.6,32,0,4,434,967,2484,0,0,0,0,0,Sarı
272,0,2.5,0,0,0,22,0.9,33,6,8,605,669,2235,4,0,0,0,3,Pembe
830,0,0.5,0,5,0,4,0.8,60,6,6,773,353,905,9,0,0,0,0,Mavi
792,0,0,0,3,0,62,0.3,70,7,8,626,903,2563,5,0,0,0,2,Mor
999,0,2.9,0,0,0,64,0.2,99,4,9,397,606,2593,6,0,0,0,0,Mor
79,0,0.5,0,7,0,32,0.3,82,2,2,85,450,340,6,0,0,0,4,Pembe
320,0,0.3,0,0,0,63,0.4,9,8,9,807,940,464,6,0,0,0,3,Yeşil
979,0,2.9,0,0,0,9,0,76,3,9,330,532,400,2,0,0,0,4,Mor
539,0,2.6,0,0,0,40,0,59,8,0,2,666,2007,0,0,0,0,0,Gri
86,0,2.7,0,0,0,24,0,35,8,9,874,976,3930,8,0,0,0,2,Kırmızı
600,0,2.5,0,8,0,22,0,45,0,0,207,62,3440,5,0,0,0,0,Gri
923,0,0.5,0,7,0,46,0.5,90,0,0,767,759,489,3,0,0,0,3,Kırmızı
482,0,0.5,0,2,0,48,0.2,42,7,0,634,642,2970,2,0,0,0,0,Turkuaz
744,0,2.8,0,0,0,62,0.7,58,0,0,620,558,345,4,0,0,0,4,Gri
796,0,0.6,0,5,0,7,0,0,4,6,667,798,642,3,0,0,0,3,Siyah
9,0,2,0,0,0,34,0,73,0,4,65,3,2820,7,0,0,0,0,Gri
808,0,0.3,0,4,0,43,0.9,77,6,5,0,500,546,7,0,0,0,4,Beyaz
359,0,0.5,0,0,0,58,0.5,7,6,3,446,900,76,4,0,0,0,4,Mavi
30,0,2,0,2,0,0,0,20,2,9,532,247,2385,6,0,0,0,0,Kahverengi
390,0,0.4,0,2,0,36,0.8,82,0,6,4,256,3039,4,0,0,0,0,Mor
933,0,2.8,0,0,0,6,0.5,54,3,9,229,473,838,8,0,0,0,4,Pembe
989,0,0.8,0,4,0,55,0.7,24,0,2,46,69,737,0,0,0,0,3,Siyah
433,0,2.3,0,8,0,27,0.9,53,7,2,609,650,3900,2,0,0,0,2,Turkuaz
285,0,2.4,0,0,0,50,0,40,7,2,475,500,2094,0,0,0,0,3,Sarı
846,0,2.6,0,0,0,58,0,23,4,5,40,983,2248,3,0,0,0,0,Gri
757,0,2.3,0,5,0,58,0.2,63,4,7,535,697,3237,9,0,0,0,0,Sarı
509,0,2.9,0,2,0,30,0.7,2,7,8,22,702,2440,0,0,0,0,0,Siyah
770,0,2.3,0,0,0,7,0.8,28,7,6,886,552,480,7,0,0,0,3,Pembe
68,0,2,0,0,0,37,0.9,84,7,3,86,998,803,7,0,0,0,3,Gri
600,0,0.5,0,4,0,27,0.9,99,0,0,63,0,3078,6,0,0,0,0,Turuncu
50,0,2.7,0,0,0,39,0.4,50,8,0,397,800,999,0,0,0,0,4,Sarı
864,0,0.4,0,8,0,46,0.7,78,0,2,68,980,2686,8,0,0,0,0,Gri
620,0,2.6,0,6,0,5,0.9,86,6,8,434,339,86,3,0,0,0,3,Turuncu
584,0,0.3,0,6,0,40,0.6,35,4,5,60,290,560,7,0,0,0,3,Kahverengi
635,0,0.5,0,2,0,42,0.4,49,3,4,300,59,2973,8,0,0,0,0,Pembe
897,0,0.9,0,2,0,54,0.3,54,2,7,630,738,402,2,0,0,0,4,Turuncu
880,0,0.7,0,0,0,33,0.7,73,2,2,30,350,404,7,0,0,0,4,Sarı
592,0,2,0,6,0,50,0,80,2,7,500,522,2003,7,0,0,0,3,Turuncu
442,0,2.2,0,0,0,56,0.7,45,5,3,626,668,503,7,0,0,0,0,Kırmızı
628,0,0.8,0,5,0,60,0.2,87,6,6,47,534,337,4,0,0,0,3,Kırmızı
863,0,0.6,0,5,0,6,0.7,33,4,3,707,799,520,8,0,0,0,4,Mor
980,0,0.9,0,3,0,45,0.3,75,6,8,93,234,380,3,0,0,0,3,Siyah
709,0,2,0,0,0,3,0,56,2,2,974,385,3283,5,0,0,0,2,Kahverengi
675,0,2.4,0,0,0,42,0.6,87,7,2,482,874,2953,3,0,0,0,0,Turkuaz
483,0,2.6,0,3,0,9,0.6,46,7,9,360,552,587,9,0,0,0,3,Mavi
902,0,0.7,0,3,0,3,0.3,34,7,9,675,285,3400,5,0,0,0,2,Mavi
967,0,0.6,0,4,0,25,0.6,92,8,9,243,642,3076,8,0,0,0,0,Mavi
995,0,0.9,0,6,0,9,0.8,39,6,8,830,963,203,8,0,0,0,0,Pembe
503,0,0.2,0,5,0,8,0.4,0,3,3,200,245,2583,2,0,0,0,3,Yeşil
644,0,2.8,0,0,0,44,0,37,8,0,358,790,2360,9,0,0,0,0,Turuncu
869,0,0,0,7,0,57,0.6,8,0,5,243,584,2727,8,0,0,0,0,Pembe
273,0,0,0,3,0,48,0.4,99,4,5,490,886,767,0,0,0,0,3,Mor
607,0,2.3,0,0,0,32,0.5,99,7,20,768,874,2203,7,0,0,0,3,Turuncu
588,0,0.5,0,0,0,60,0.8,59,0,3,64,594,3272,7,0,0,0,2,Turuncu
608,0,0,0,0,0,45,0.2,88,3,20,75,586,2339,0,0,0,0,0,Gri
574,0,2.8,0,6,0,38,0,90,6,7,286,70,3269,0,0,0,0,0,Turuncu
99,0,2.5,0,5,0,6,0.2,6,4,20,68,552,3448,0,0,0,0,2,Sarı
989,0,0.6,0,0,0,24,0.6,56,8,7,604,679,2809,5,0,0,0,0,Kahverengi
960,0,0.5,0,0,0,55,0.5,0,7,20,860,888,2355,6,0,0,0,2,Mavi
936,0,0.3,0,2,0,44,0,39,3,3,570,20,400,3,0,0,0,3,Siyah
4,0,2.9,0,0,0,35,0.2,40,6,9,900,62,3772,8,0,0,0,2,Sarı
349,0,2.2,0,5,0,55,0,5,7,7,648,9,2462,7,0,0,0,0,Yeşil
569,0,2.8,0,7,0,44,0.3,0,4,20,45,942,260,7,0,0,0,3,Kırmızı
782,0,2.8,0,6,0,58,0.8,57,0,3,867,999,2405,6,0,0,0,0,Yeşil
865,0,2.9,0,5,0,6,0,89,4,2,335,9,3494,4,0,0,0,2,Mor
550,0,2.8,0,0,0,54,0,72,7,5,69,906,404,9,0,0,0,4,Yeşil
794,0,0.5,0,5,0,55,0.5,86,7,7,43,627,402,4,0,0,0,4,Sarı
650,0,0.8,0,2,0,63,0.2,76,5,4,548,858,2244,9,0,0,0,3,Mor
68,0,2.7,0,0,0,45,0.6,94,5,0,935,499,754,9,0,0,0,3,Mor
302,0,0.5,0,0,0,28,0.8,63,2,0,233,854,87,4,0,0,0,3,Pembe
840,0,0.5,0,8,0,39,0,99,6,3,546,828,2942,6,0,0,0,0,Pembe
25,0,2.7,0,0,0,23,0.4,7,0,4,774,939,640,2,0,0,0,3,Gri
826,0,2.4,0,0,0,58,0.3,88,4,0,79,786,2863,8,0,0,0,0,Mor
606,0,0.5,0,0,0,33,0.9,200,5,0,57,770,3437,2,0,0,0,2,Mor
726,0,2.9,0,0,0,43,0,0,8,0,666,760,446,8,0,0,0,4,Kahverengi
807,0,0.8,0,0,0,38,0.2,97,8,0,332,804,69,7,0,0,0,3,Mavi
720,0,2.7,0,0,0,5,0.2,2,5,8,655,255,3606,5,0,0,0,2,Kahverengi
448,0,0.5,0,6,0,45,0.8,38,7,0,570,724,3378,2,0,0,0,2,Turkuaz
630,0,0.5,0,2,0,3,0.5,66,2,6,960,735,2073,8,0,0,0,0,Beyaz
289,0,0.8,0,3,0,6,0.9,60,6,7,703,854,3067,20,0,0,0,2,Mavi
60,0,0,0,0,0,63,0.7,66,3,2,762,859,595,5,0,0,0,4,Gri
709,0,2,0,0,0,35,0,36,0,0,545,596,973,6,0,0,0,3,Pembe
793,0,0.2,0,0,0,38,0.6,76,4,7,226,805,3039,2,0,0,0,2,Turuncu
335,0,3,0,3,0,60,0.8,80,2,4,83,559,3605,9,0,0,0,2,Kahverengi
830,0,2.3,0,3,0,44,0.2,48,7,4,437,3,2460,8,0,0,0,0,Sarı
908,0,0.5,0,9,0,30,0,0,2,9,40,46,2944,7,0,0,0,2,Pembe
850,0,0.6,0,6,0,29,0.5,33,5,9,404,642,593,0,0,0,0,4,Kırmızı
662,0,0.5,0,0,0,60,0.8,26,4,3,32,509,3760,3,0,0,0,2,Beyaz
807,0,2.9,0,0,0,6,0.2,25,3,0,220,405,2920,7,0,0,0,2,Turkuaz
520,0,0.5,0,0,0,24,0.7,99,5,8,9,909,3233,4,0,0,0,2,Turkuaz
838,0,0.5,0,0,0,3,0,96,8,4,984,850,3554,9,0,0,0,2,Turuncu
638,0,0,0,6,0,2,0.2,89,0,0,440,563,2299,9,0,0,0,0,Kırmızı
308,0,0.3,0,8,0,46,0.9,99,0,2,275,989,488,9,0,0,0,4,Gri
600,0,2,0,4,0,26,0.3,0,4,8,509,548,908,2,0,0,0,4,Turkuaz
833,0,2.2,0,4,0,27,0.9,24,0,6,359,395,2050,7,0,0,0,3,Yeşil
896,0,0.5,0,8,0,7,0.4,40,2,3,447,794,3684,8,0,0,0,2,Turkuaz
624,0,2.6,0,0,0,58,0,200,3,0,530,744,250,8,0,0,0,3,Beyaz
637,0,2.3,0,3,0,60,0.8,97,4,4,25,989,374,8,0,0,0,4,Mor
786,0,0.5,0,9,0,58,0.7,60,7,0,230,670,2764,7,0,0,0,2,Kırmızı
723,0,0.9,0,4,0,30,0.3,2,0,7,467,900,2339,7,0,0,0,0,Mor
90,0,0.3,0,5,0,27,0,90,4,6,638,900,352,0,0,0,0,3,Gri
403,0,0.5,0,4,0,39,0,85,5,2,39,308,3878,4,0,0,0,2,Beyaz
343,0,2.4,0,5,0,4,0.9,80,8,0,63,205,462,0,0,0,0,4,Beyaz
50,0,2.9,0,0,0,30,0.6,28,8,0,22,560,2377,3,0,0,0,0,Sarı
880,0,2.2,0,4,0,50,0.3,58,5,7,477,553,229,4,0,0,0,3,Mor
530,0,2.6,0,0,0,40,0.9,8,6,2,808,90,229,2,0,0,0,4,Mor
920,0,0.6,0,0,0,60,0,83,2,3,200,229,80,6,0,0,0,4,Kahverengi
825,0,2.9,0,0,0,34,0.8,99,8,7,470,866,2905,0,0,0,0,2,Mor
34,0,2.7,0,6,0,37,0.7,20,7,20,707,99,3625,2,0,0,0,2,Turkuaz
300,0,0,0,3,0,7,0,94,5,4,7,503,3082,5,0,0,0,0,Turkuaz
729,0,2,0,0,0,2,0.9,86,0,6,460,78,509,5,0,0,0,3,Sarı
659,0,0.5,0,7,0,5,0.3,69,8,0,659,730,2090,6,0,0,0,3,Turkuaz
663,0,0.5,0,0,0,40,0.6,47,4,5,950,545,336,5,0,0,0,3,Turkuaz
90,0,2.4,0,2,0,3,0.9,69,0,7,79,803,28,8,0,0,0,4,Kahverengi
702,0,0.6,0,6,0,9,0.8,72,2,4,880,234,3602,4,0,0,0,2,Gri
582,0,0.5,0,3,0,27,0.2,68,3,0,985,420,2437,2,0,0,0,0,Kırmızı
826,0,2.4,0,4,0,57,0.6,7,2,7,77,83,907,5,0,0,0,3,Mavi
695,0,0.5,0,8,0,2,0.6,96,2,9,649,829,2855,7,0,0,0,0,Sarı
726,0,0.9,0,2,0,50,0.6,93,4,3,379,223,2239,3,0,0,0,0,Kırmızı
392,0,2.5,0,0,0,44,0.7,3,4,2,482,98,280,6,0,0,0,3,Kahverengi
254,0,0.7,0,0,0,45,0.4,46,3,3,570,956,606,2,0,0,0,3,Turkuaz
500,0,2.5,0,3,0,20,0.2,4,3,8,455,982,3746,5,0,0,0,2,Yeşil
570,0,0.6,0,8,0,35,0.2,86,7,20,77,282,2598,8,0,0,0,3,Kahverengi
728,0,2.7,0,0,0,25,0.2,88,4,0,526,529,2039,2,0,0,0,3,Pembe
807,0,0.5,0,0,0,37,0.2,27,4,0,245,829,2309,4,0,0,0,3,Kırmızı
472,0,2.8,0,0,0,36,0.5,30,6,0,452,744,985,7,0,0,0,3,Turkuaz
603,0,0.5,0,0,0,7,0.5,4,2,8,430,207,637,0,0,0,0,3,Mor
286,0,2.3,0,0,0,6,0,98,2,8,8,662,424,4,0,0,0,4,Turuncu
923,0,0,0,5,0,4,0.9,54,4,6,5,525,2509,6,0,0,0,0,Mor
403,0,0.5,0,4,0,45,0.4,4,5,6,949,994,2973,5,0,0,0,2,Kırmızı
70,0,2.9,0,2,0,40,0.4,69,6,5,427,684,2366,2,0,0,0,3,Turkuaz
830,0,2.2,0,4,0,55,0,89,8,9,693,790,33,0,0,0,0,3,Kahverengi
620,0,2.7,0,0,0,54,0,50,4,20,434,900,2800,5,0,0,0,0,Turuncu
356,0,0.5,0,0,0,35,0.8,30,0,9,782,950,3450,7,0,0,0,2,Pembe
606,0,0.4,0,3,0,57,0,54,4,4,27,924,3454,20,0,0,0,2,Kahverengi
883,0,0.6,0,9,0,24,0,87,0,6,203,905,3563,3,0,0,0,2,Gri
844,0,2.2,0,0,0,22,0.9,97,7,2,777,995,3054,7,0,0,0,2,Pembe
329,0,0.7,0,5,0,23,0.6,98,8,6,380,682,2308,9,0,0,0,3,Kırmızı
994,0,2.8,0,0,0,56,0.5,73,3,3,490,530,3090,20,0,0,0,0,Pembe
953,0,2,0,7,0,56,0,58,8,9,555,764,2334,4,0,0,0,0,Mor
730,0,2.3,0,8,0,60,0.5,70,4,20,42,39,220,20,0,0,0,3,Turkuaz
763,0,0.5,0,9,0,50,0.3,4,5,2,273,278,2865,9,0,0,0,0,Turuncu
833,0,0.6,0,0,0,27,0.3,45,4,2,649,290,586,9,0,0,0,4,Sarı
553,0,2.4,0,0,0,8,0.5,20,7,3,325,902,204,8,0,0,0,4,Turkuaz
605,0,0,0,8,0,9,0,42,3,6,60,26,392,4,0,0,0,4,Kırmızı
504,0,2.3,0,0,0,64,0.9,82,0,2,9,923,3059,0,0,0,0,2,Mor
483,0,2,0,0,0,54,0.2,76,7,2,530,758,850,2,0,0,0,3,Beyaz
9,0,2.8,0,7,0,2,0.6,5,7,5,267,840,2286,3,0,0,0,0,Siyah
802,0,0.5,0,0,0,64,0,6,4,7,35,309,3002,2,0,0,0,0,Kırmızı
832,0,0,0,0,0,46,0.3,93,6,0,820,366,3307,9,0,0,0,2,Gri
790,0,2.3,0,3,0,49,0.5,0,3,0,396,980,3568,8,0,0,0,2,Gri
396,0,0.6,0,0,0,37,0.7,34,4,5,560,77,2694,9,0,0,0,0,Gri
302,0,0.3,0,5,0,0,0.6,63,2,9,95,893,3940,3,0,0,0,2,Kırmızı
728,0,2.3,0,4,0,23,0.8,0,4,5,26,807,457,6,0,0,0,4,Pembe
266,0,0.5,0,0,0,5,0,95,6,9,365,698,687,8,0,0,0,0,Pembe
605,0,0.5,0,7,0,58,0.5,30,5,8,20,958,906,5,0,0,0,3,Mavi
959,0,2.6,0,5,0,20,0,84,4,9,560,630,3965,6,0,0,0,2,Mavi
87,0,0.3,0,0,0,6,0.3,66,3,9,295,589,690,6,0,0,0,4,Yeşil
504,0,2.8,0,2,0,54,0.4,63,2,0,207,539,2378,2,0,0,0,0,Turuncu
808,0,0.5,0,3,0,46,0.5,5,8,5,9,529,82,0,0,0,0,4,Sarı
54,0,0,0,0,0,38,0.4,36,6,2,97,222,675,4,0,0,0,3,Beyaz
974,0,0.5,0,9,0,0,0.8,45,6,2,530,496,433,7,0,0,0,3,Turuncu
342,0,0,0,0,0,30,0.6,86,7,0,990,638,2746,0,0,0,0,2,Mor
949,0,0.8,0,0,0,20,0.8,86,5,4,508,592,25,9,0,0,0,3,Turuncu
979,0,0.5,0,0,0,5,0.5,64,7,2,793,670,3449,4,0,0,0,2,Siyah
997,0,0.8,0,0,0,40,0.5,85,4,8,866,202,655,5,0,0,0,0,Kahverengi
902,0,0.7,0,3,0,47,0.9,82,3,6,724,794,320,6,0,0,0,4,Siyah
829,0,2,0,8,0,59,0,90,5,5,457,909,3042,5,0,0,0,2,Siyah
920,0,0.6,0,3,0,9,0.5,30,3,8,670,52,3943,4,0,0,0,2,Sarı
798,0,0.6,0,6,0,20,0.5,0,2,2,660,950,647,3,0,0,0,3,Kahverengi
502,0,0.5,0,8,0,8,0,88,3,7,79,897,3607,6,0,0,0,2,Gri
332,0,0.8,0,2,0,0,0.5,87,2,4,758,65,285,9,0,0,0,3,Kahverengi
904,0,0.8,0,3,0,35,0.4,68,3,4,42,507,360,0,0,0,0,4,Beyaz
866,0,0.5,0,3,0,52,0.7,85,0,7,356,563,373,3,0,0,0,4,Kırmızı
900,0,0.9,0,0,0,36,0.7,8,8,3,868,632,3057,5,0,0,0,2,Beyaz
965,0,0.5,0,5,0,53,0,30,8,9,297,653,3227,8,0,0,0,0,Kırmızı
830,0,0.4,0,2,0,43,0.9,50,5,5,600,380,3834,3,0,0,0,2,Mavi
708,0,0.6,0,0,0,30,0.4,93,3,2,662,997,600,2,0,0,0,3,Beyaz
868,0,0.5,0,2,0,40,0.9,79,8,7,576,884,298,7,0,0,0,4,Mor
322,0,0.7,0,6,0,7,0.8,40,3,9,77,990,408,2,0,0,0,3,Sarı
524,0,2.5,0,0,0,40,0,96,4,20,84,740,936,9,0,0,0,3,Gri
625,0,0.2,0,5,0,0,0.2,83,4,8,635,842,3323,7,0,0,0,0,Sarı
